Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Recommended_Fertilizer,,
6.29,142,78,100,31.7,62.82,2447.22,Rice,Flowering,Zinc Sulphate,,
5.52,155,17,41,16.68,39.37,1840.11,Potato,Sowing,DAP,,
7.8,131,18,111,34.56,63.35,1012.83,Potato,Sowing,DAP,,
6.44,91,11,85,11.01,57.09,1771.64,Tomato,Harvest,DAP,,
6.67,27,46,29,23.32,50.69,1613.18,Rice,Flowering,Urea,,
5.72,91,21,15,28.99,58.35,732.34,Rice,Vegetative,DAP,,
5.23,26,28,12,18.74,70.18,2336.97,Rice,Harvest,Urea,,
4.84,65,36,12,30.51,41.97,948.13,Maize,Harvest,DAP,,
7.36,100,33,32,36.01,62.27,2529.91,Sugarcane,Flowering,DAP,,
5.28,24,75,82,12.68,78.78,800.1,Wheat,Flowering,Urea,,
7.26,102,25,42,25.38,43.35,1606.49,Sugarcane,Harvest,DAP,,
6.06,63,11,45,10.56,60.93,2146.61,Sugarcane,Sowing,DAP,,
6.16,159,30,73,18.39,87.94,2988.33,Wheat,Flowering,DAP,,
6.38,83,19,21,14.11,78.03,958.77,Cotton,Vegetative,DAP,,
5.97,42,67,71,28.73,65.58,1979.71,Wheat,Flowering,Urea,,
4.9,69,26,35,17.46,74.95,629.4,Cotton,Vegetative,DAP,,
5.74,144,85,46,18.47,61.54,2494.99,Wheat,Vegetative,NPK,,
7.15,55,16,57,16.17,89.19,2612.05,Potato,Harvest,Urea,,
7.16,158,82,83,17.31,40.15,2686.28,Sugarcane,Sowing,DAP,,
5.64,105,55,53,16.75,73.17,2847.5,Sugarcane,Harvest,Zinc Sulphate,,
6.34,75,59,20,30.94,30.36,1195.91,Potato,Flowering,MOP,,
5.27,88,19,92,38.67,37.54,2066.05,Wheat,Vegetative,DAP,,
5.34,56,25,78,24.71,73.31,1084.08,Rice,Sowing,Urea,,
4.59,157,10,33,28.01,75.56,2450.65,Cotton,Flowering,DAP,,
8.09,61,18,108,34.54,32.36,1363.66,Rice,Sowing,DAP,,
5.34,113,22,101,24.28,50.03,1753.75,Tomato,Vegetative,DAP,,
5.41,41,70,103,19.06,37.09,572.37,Cotton,Harvest,Urea,,
5.62,75,57,28,38.53,83.41,2581.38,Potato,Harvest,MOP,,
5.01,133,25,79,37.18,57.23,1552.24,Sugarcane,Sowing,DAP,,
7.06,141,50,65,16.61,56.55,1993.33,Cotton,Flowering,Compost,,
4.8,97,39,58,31.09,79.43,2073.99,Sugarcane,Sowing,DAP,,
5.04,158,86,118,29.41,71.72,967.9,Wheat,Sowing,Compost,,
7.08,154,81,112,29.49,85.34,2425.95,Potato,Harvest,Zinc Sulphate,,
5.86,115,64,92,34.92,86.32,2532.48,Wheat,Flowering,DAP,,
7.33,101,20,66,30.22,48.79,1644.11,Maize,Sowing,DAP,,
6.73,53,61,104,25.54,68.9,2726.75,Tomato,Flowering,Urea,,
5.52,82,84,117,35.38,62.51,650.52,Maize,Flowering,MOP,,
7.1,21,57,20,17.95,65.75,1360.41,Tomato,Vegetative,Urea,,
4.97,154,16,72,30.38,67.52,324.1,Wheat,Vegetative,DAP,,
6.65,62,63,90,31.05,33.6,1315.98,Maize,Vegetative,NPK,,
6.25,114,10,26,36.11,83.7,2991.71,Potato,Sowing,DAP,,
5.57,37,41,24,39.95,38.42,1496.91,Wheat,Harvest,Urea,,
6.92,26,71,79,26.73,55.47,1373.79,Rice,Vegetative,Urea,,
7.99,71,24,71,24.53,47.52,2125.9,Sugarcane,Sowing,DAP,,
8.5,56,70,41,28.02,63.22,336.1,Wheat,Flowering,Urea,,
6.93,117,87,49,29.76,87.69,1190.55,Maize,Vegetative,NPK,,
6.12,65,86,20,31.39,54.75,1692.6,Tomato,Flowering,MOP,,
5.4,122,65,22,18.44,66.19,1555.38,Potato,Vegetative,MOP,,
5.53,61,43,90,24.61,38.47,1998.94,Tomato,Vegetative,NPK,,
6.42,79,29,37,21.13,57.78,589.02,Maize,Harvest,DAP,,
5.97,147,33,91,11.16,84.95,1327.32,Tomato,Harvest,DAP,,
8.16,123,37,37,28.29,85.94,1974.07,Tomato,Harvest,DAP,,
5.97,99,20,57,36.24,62.79,1044.62,Maize,Vegetative,DAP,,
5.99,97,39,64,37.64,76.12,1916.06,Rice,Sowing,DAP,,
6.03,143,47,25,25.52,30.19,2883.27,Potato,Sowing,MOP,,
7.85,51,10,45,32.98,61.89,2805.08,Rice,Sowing,Urea,,
7.1,45,78,49,31.37,73.95,2231.44,Tomato,Harvest,Urea,,
6.96,49,42,29,16.87,49.79,697.36,Tomato,Flowering,Urea,,
5.84,122,74,112,11.89,84.07,2395.88,Potato,Vegetative,NPK,,
7.77,156,53,100,32.44,76.78,1450.77,Rice,Flowering,DAP,,
4.65,51,73,113,18.48,76.18,2864.85,Wheat,Harvest,Urea,,
7.98,72,18,106,26.48,31.27,1911.98,Sugarcane,Flowering,DAP,,
6.55,154,41,11,25.72,41.03,809.34,Rice,Flowering,MOP,,
6.09,100,63,86,34.54,72.82,1074.8,Tomato,Flowering,NPK,,
6.49,95,35,11,29.34,63.7,1093.36,Maize,Sowing,DAP,,
7.17,88,71,110,35.41,64.71,973.6,Maize,Sowing,MOP,,
4.55,37,51,78,32.57,30.89,2361.1,Rice,Sowing,Urea,,
7.99,56,57,79,39.99,56.52,1142.89,Potato,Harvest,Urea,,
6.29,154,15,59,35.92,77.19,747.74,Sugarcane,Sowing,DAP,,
5.87,80,39,105,16.33,69.81,1869.07,Sugarcane,Harvest,DAP,,
5.05,150,32,57,38.84,64.35,1501.38,Potato,Vegetative,DAP,,
6.26,20,34,33,20.2,71.8,262.07,Sugarcane,Harvest,Urea,,
6.49,79,22,90,28.24,81.06,981.53,Potato,Sowing,DAP,,
6.11,153,34,18,38.24,80.97,306.94,Maize,Sowing,DAP,,
7.21,143,26,49,16.42,57.36,2347.71,Wheat,Vegetative,DAP,,
6.18,90,36,49,35.72,48.47,2862.87,Tomato,Sowing,DAP,,
8.35,110,20,11,38.59,51.98,1600.48,Cotton,Flowering,DAP,,
6.9,50,15,82,35.61,61.28,1762.86,Rice,Sowing,Urea,,
7.73,27,88,15,34.58,35.36,2566.24,Rice,Flowering,Urea,,
4.94,138,46,28,17.94,65.46,253.1,Cotton,Sowing,MOP,,
6.09,26,84,106,22.21,57.2,654.51,Cotton,Flowering,Urea,,
5.85,154,81,28,32.81,75.54,2032.2,Maize,Sowing,MOP,,
6.78,154,46,42,13.54,46.44,2276.87,Maize,Vegetative,NPK,,
7.94,39,83,118,36.65,33.98,1953.35,Rice,Flowering,Urea,,
4.81,90,68,70,16.31,83.67,2829.89,Tomato,Harvest,Compost,,
4.79,137,19,39,26.94,34.08,1298.63,Potato,Sowing,DAP,,
7.9,157,10,112,13.15,85.64,1754.23,Tomato,Harvest,DAP,,
5.35,144,61,71,15.56,59.85,2877.93,Wheat,Flowering,Compost,,
7.18,84,27,22,27.57,33.38,2718.99,Potato,Flowering,DAP,,
6.67,117,14,27,29.04,37.55,286.25,Rice,Sowing,DAP,,
7.83,22,57,11,18.09,61.98,1185.99,Rice,Sowing,Urea,,
5,150,42,12,13.57,30.95,2269.19,Rice,Vegetative,MOP,,
5.02,94,66,15,26.49,84.91,202.46,Maize,Sowing,MOP,,
6.73,87,34,37,35.22,77.78,2616.36,Rice,Sowing,DAP,,
8.29,35,53,86,16.04,60.27,1605.91,Tomato,Sowing,Urea,,
6.16,36,75,93,30.75,85.57,442.48,Wheat,Flowering,Urea,,
5.81,158,77,41,21.58,45.58,1438.9,Tomato,Sowing,DAP,,
6.93,119,34,69,38.29,81.2,1579.34,Wheat,Harvest,DAP,,
8.22,51,54,40,12.48,78.31,1227.4,Wheat,Vegetative,Urea,,
7.85,140,32,70,11.2,64.91,1472.07,Rice,Vegetative,DAP,,
8.48,137,50,18,13.73,49.13,2695.91,Cotton,Sowing,MOP,,
4.59,131,42,76,33.47,63.5,1107.38,Rice,Flowering,Compost,,
4.95,117,37,63,37.68,87.43,2890.57,Tomato,Harvest,DAP,,
6.94,24,17,104,34.67,35.07,2123.66,Cotton,Vegetative,Urea,,
7.78,108,38,88,31.53,42.06,2708.84,Rice,Sowing,DAP,,
5.64,111,65,77,11.73,68.63,785.14,Wheat,Flowering,SSP,,
5.46,22,24,26,16.41,70.71,1577.17,Tomato,Vegetative,Urea,,
7.65,47,24,118,38.06,39.87,1783.18,Cotton,Flowering,Urea,,
4.73,53,46,68,28.68,78.38,438.8,Tomato,Vegetative,Urea,,
5.98,105,28,40,24.05,85.71,1582.19,Wheat,Sowing,DAP,,
6.52,136,68,102,29.57,34.78,2610.67,Rice,Harvest,Urea,,
6.74,49,60,84,15.36,88.45,346.14,Tomato,Sowing,Urea,,
7.41,67,44,70,36.79,46.87,1998.46,Maize,Sowing,DAP,,
5.92,84,45,105,29.69,48.53,2968.52,Cotton,Harvest,Compost,,
6.95,60,62,49,24.14,32.69,1676.8,Tomato,Flowering,Urea,,
6.84,112,89,12,23.72,59.84,1049.43,Rice,Vegetative,MOP,,
6.69,116,21,59,34.67,87.29,1837.85,Tomato,Vegetative,DAP,,
7.06,100,37,10,19.24,39.66,1716.02,Wheat,Harvest,DAP,,
5.54,121,80,17,14.11,64.61,494.45,Sugarcane,Harvest,MOP,,
4.84,60,42,71,15.57,46.47,800.02,Potato,Sowing,Compost,,
4.98,142,84,73,12.43,31.12,2074.33,Maize,Harvest,Compost,,
5.4,52,88,50,25.24,89.23,1859.17,Sugarcane,Harvest,Urea,,
6.5,101,64,26,30.32,72.97,1164.1,Tomato,Vegetative,MOP,,
7.86,103,88,81,38.02,74.13,2939.88,Potato,Sowing,Zinc Sulphate,,
7.31,109,82,52,32.52,69.78,2005.35,Tomato,Sowing,NPK,,
7.66,90,86,106,27.49,38.62,846.26,Sugarcane,Sowing,SSP,,
5.9,124,59,99,35.92,42.4,1519.31,Maize,Harvest,DAP,,
6.12,76,38,11,36.77,53.14,2192.46,Wheat,Flowering,DAP,,
6.07,39,67,56,31.37,89.73,2081.56,Sugarcane,Flowering,Urea,,
5.27,94,35,69,11.69,70.35,889.72,Sugarcane,Flowering,DAP,,
4.74,57,32,58,18.75,56.54,2013.97,Rice,Vegetative,Urea,,
6.86,46,26,102,20.09,59.08,1132.05,Maize,Sowing,Urea,,
8.46,156,14,24,39.92,85.33,1481.01,Potato,Flowering,DAP,,
5.17,132,68,103,23.92,41.79,2073.62,Tomato,Flowering,Compost,,
4.69,33,25,59,32.86,49.25,1826.78,Cotton,Vegetative,Urea,,
7.62,56,30,117,34.41,52.25,2195.65,Sugarcane,Flowering,Urea,,
5.51,111,14,55,29.6,83.86,1269.15,Rice,Flowering,DAP,,
7.82,73,67,85,10.55,76.61,2305.6,Maize,Flowering,Zinc Sulphate,,
7.32,144,35,11,10.58,65.45,243.87,Potato,Flowering,DAP,,
8.28,142,52,94,34.56,48.88,726.31,Potato,Sowing,Zinc Sulphate,,
6.14,50,68,38,32.18,42.13,2925.03,Cotton,Sowing,Urea,,
7.15,117,67,38,26.08,49.85,442.84,Cotton,Harvest,MOP,,
6.36,142,11,89,17.47,85.77,2053.33,Sugarcane,Sowing,DAP,,
7.02,132,53,104,12.6,84.61,2766.92,Wheat,Flowering,SSP,,
6.3,104,85,70,14.93,55.32,2606.73,Maize,Sowing,Compost,,
5.25,109,35,106,27.41,49.53,2755.72,Rice,Vegetative,DAP,,
6.53,111,53,75,26.37,83.08,2954.94,Maize,Sowing,SSP,,
6.61,147,28,53,38.24,56.77,1200.37,Rice,Harvest,DAP,,
7.74,41,58,13,38.72,32.32,1124.44,Sugarcane,Harvest,Urea,,
7.44,22,66,48,27.28,50.74,538.41,Maize,Flowering,Urea,,
7.16,111,15,69,35.24,66.44,764.17,Sugarcane,Sowing,DAP,,
4.95,82,32,58,34.37,86.68,2028.06,Wheat,Sowing,DAP,,
7.38,85,52,14,32.57,55.48,1127.21,Rice,Vegetative,MOP,,
6.5,65,53,75,23.12,44.41,1155.21,Wheat,Harvest,SSP,,
8.08,155,75,54,21.68,53.07,2008.59,Rice,Vegetative,Zinc Sulphate,,
8.18,58,54,69,17.92,33.42,492.94,Potato,Harvest,Urea,,
4.72,113,28,17,38.11,83.93,356.65,Wheat,Flowering,DAP,,
7.78,66,13,59,35.03,32.01,2447.95,Maize,Sowing,DAP,,
4.65,87,66,45,15.31,30.06,2411.57,Potato,Vegetative,Compost,,
5.97,76,18,79,17.57,66.85,1278.25,Rice,Harvest,DAP,,
6.67,106,57,50,27.44,39.24,1860.59,Tomato,Harvest,Compost,,
5.09,81,45,19,22.41,47.76,866.62,Sugarcane,Sowing,MOP,,
7.49,58,76,45,16.42,59.46,1229.39,Rice,Harvest,Urea,,
4.53,133,27,77,33.73,77.53,301.93,Tomato,Harvest,DAP,,
5.17,141,49,112,10.05,53.25,966.1,Cotton,Vegetative,Compost,,
6.82,154,75,23,20.3,87.43,245.86,Tomato,Sowing,MOP,,
7.36,114,74,85,37.88,57.19,1387.41,Rice,Vegetative,NPK,,
8.17,25,33,26,32.82,85.2,1655.23,Rice,Vegetative,Urea,,
7.32,142,62,30,22.04,57.14,1586.93,Potato,Sowing,MOP,,
7.19,102,51,86,37.86,60.97,1153.99,Cotton,Harvest,Zinc Sulphate,,
6.08,38,62,106,37.02,87.48,779.45,Wheat,Flowering,Urea,,
4.51,38,71,63,11.58,70.49,1472.16,Tomato,Vegetative,Urea,,
4.98,53,71,22,13.84,38.96,2635.8,Wheat,Harvest,Urea,,
6.64,44,77,57,21.62,65.91,2953.04,Rice,Harvest,Urea,,
7.2,116,44,54,37.88,43.51,1075.63,Wheat,Flowering,SSP,,
6.17,75,66,18,35.33,48.58,2928.4,Cotton,Vegetative,MOP,,
7.42,40,70,64,11.43,80.29,1416.74,Sugarcane,Flowering,Urea,,
6.59,53,21,59,25.37,70.93,1917.16,Wheat,Flowering,Urea,,
4.8,129,58,29,31.61,47.21,2450.4,Rice,Vegetative,MOP,,
5.27,44,31,117,18.28,30.28,1206.38,Tomato,Vegetative,Urea,,
7.86,101,77,49,31.68,61.87,783.19,Sugarcane,Sowing,Zinc Sulphate,,
7.4,126,80,10,21.09,45.01,964.61,Sugarcane,Vegetative,MOP,,
8.08,30,32,86,18.22,31.7,2548.13,Tomato,Flowering,Urea,,
4.97,38,16,95,21.78,33.8,2816.53,Sugarcane,Harvest,Urea,,
8.46,149,31,86,38.52,70.4,559.76,Tomato,Sowing,DAP,,
5.34,49,49,73,37.16,54.86,2144.63,Rice,Sowing,Urea,,
4.55,128,28,44,37.42,45.75,297.73,Sugarcane,Sowing,DAP,,
8.49,57,62,74,37.52,82.78,2649.87,Cotton,Sowing,Urea,,
5.62,34,39,119,15.35,79.51,2599.12,Sugarcane,Flowering,Urea,,
7.17,94,35,62,36.88,57.97,2368.89,Tomato,Vegetative,DAP,,
5.21,79,50,106,16.37,46.54,2508.27,Potato,Flowering,Compost,,
6.82,151,31,70,35.14,60.43,1892.18,Potato,Flowering,DAP,,
8.12,102,70,14,26.26,75.18,612.46,Tomato,Vegetative,MOP,,
5.78,33,82,103,17.2,30.64,2760.76,Tomato,Sowing,Urea,,
7.18,133,55,78,21.96,66.75,594.86,Cotton,Flowering,NPK,,
5.25,100,67,116,23,72.61,830.56,Rice,Sowing,Compost,,
7,27,38,98,32,79.01,1411.32,Tomato,Harvest,Urea,,
5.85,96,62,69,28.18,43,1594.3,Tomato,Vegetative,NPK,,
5.34,112,27,99,34.5,42.21,469.69,Rice,Sowing,DAP,,
5.75,130,40,28,21.9,42.94,2332.7,Potato,Vegetative,MOP,,
5.22,158,41,85,32.31,85.89,584.46,Rice,Sowing,Compost,,
8.11,99,18,66,33.78,38.46,2033.33,Sugarcane,Harvest,DAP,,
6.09,69,46,17,11.89,75.88,1465.55,Wheat,Vegetative,MOP,,
5.48,106,17,83,21.27,89.21,2470.62,Wheat,Harvest,DAP,,
6.29,95,33,27,36.58,86.78,1027.69,Sugarcane,Harvest,DAP,,
5.78,57,77,114,31.15,54.59,2542.28,Maize,Harvest,Urea,,
7.48,114,61,20,22.55,80.36,906.33,Maize,Vegetative,MOP,,
8.38,144,55,71,15.49,70.21,1808.16,Cotton,Harvest,Zinc Sulphate,,
6.25,84,26,39,12.9,82.11,1561.11,Wheat,Vegetative,DAP,,
7.94,109,30,14,16.88,39.67,1187.21,Sugarcane,Sowing,DAP,,
6.76,36,57,97,17.34,75.9,232.98,Tomato,Flowering,Urea,,
5.13,119,18,118,21.12,65.19,1313.98,Rice,Harvest,DAP,,
7.26,46,78,86,15.31,62.41,531.41,Wheat,Sowing,Urea,,
6.55,108,14,65,14.38,73.73,830.44,Sugarcane,Harvest,DAP,,
7.1,44,15,45,35.32,46.38,2127.24,Potato,Sowing,Urea,,
8.06,121,81,36,17.49,34.48,1799.61,Potato,Sowing,MOP,,
6.26,115,57,41,26.85,60.13,1675.82,Maize,Sowing,Zinc Sulphate,,
8.1,77,55,23,15.98,48.13,1779.25,Potato,Harvest,MOP,,
7.5,143,88,50,24.75,45.38,536.15,Potato,Flowering,DAP,,
6.45,20,82,75,18.3,89.91,660.99,Maize,Flowering,Urea,,
6.91,40,72,13,12.6,41.87,1719.84,Maize,Vegetative,Urea,,
5.8,20,12,20,39.47,44.13,1339.12,Potato,Flowering,Urea,,
8.43,80,40,115,23.73,50.03,1496.97,Cotton,Harvest,Zinc Sulphate,,
7.17,22,16,110,21.79,59.82,2661.63,Tomato,Vegetative,Urea,,
4.68,101,25,57,15.97,82.15,718.46,Sugarcane,Harvest,DAP,,
5.81,44,24,111,24.86,40.58,2749.96,Sugarcane,Harvest,Urea,,
6.99,37,16,46,29.06,66.96,2600.96,Potato,Harvest,Urea,,
4.73,47,47,22,19.14,52.11,2725.01,Tomato,Flowering,Urea,,
4.6,23,17,82,24.41,77.81,1995.81,Rice,Vegetative,Urea,,
6.3,138,65,51,17.11,66.11,2619.02,Tomato,Sowing,DAP,,
5.83,135,89,36,25.83,77.71,2975.33,Sugarcane,Harvest,MOP,,
6.25,89,10,75,33.62,81.31,1519.96,Rice,Flowering,DAP,,
5.55,40,28,56,11.81,84.73,2613.06,Potato,Vegetative,Urea,,
5.16,113,87,100,25.54,89.74,2730.34,Tomato,Flowering,Compost,,
7.26,145,28,85,21.98,67.13,1067.34,Maize,Harvest,DAP,,
6.56,140,13,21,12.22,68.25,1439.58,Wheat,Flowering,DAP,,
5.3,147,73,76,38.22,38.43,1806.29,Tomato,Sowing,Compost,,
5.78,50,11,35,17.8,36.31,1177.64,Maize,Harvest,Urea,,
6.87,119,85,88,26.94,59.26,1102.01,Sugarcane,Flowering,MOP,,
4.79,88,32,36,21.18,71.62,1266.01,Rice,Flowering,DAP,,
5.09,36,65,118,18.13,44.89,1386.94,Maize,Sowing,Urea,,
4.79,64,60,44,25.82,49.63,906.36,Tomato,Harvest,Compost,,
7.75,130,40,22,30.67,72.01,1525.27,Tomato,Flowering,MOP,,
7.51,69,67,65,33.57,42.7,2380.5,Sugarcane,Sowing,NPK,,
7.51,139,45,78,29.02,61.28,1948.56,Sugarcane,Vegetative,NPK,,
7.37,117,21,52,25.79,62.32,1263.34,Rice,Flowering,DAP,,
7.18,135,44,90,33.32,85.02,637.35,Potato,Sowing,NPK,,
6.41,142,89,92,25.52,54.14,2507.32,Cotton,Harvest,Zinc Sulphate,,
7.07,48,13,93,39.23,42.63,1631.73,Wheat,Harvest,Urea,,
4.65,22,37,68,25.8,40.43,2919.47,Tomato,Flowering,Urea,,
6.99,25,42,96,19.52,47.59,907.54,Cotton,Sowing,Urea,,
7.61,95,83,21,23.39,46.74,691.44,Maize,Harvest,MOP,,
6.5,24,40,105,24.7,75.01,222.42,Cotton,Sowing,Urea,,
5.93,22,87,38,18.5,65.62,431.35,Rice,Harvest,Urea,,
5.61,23,14,14,14.76,70.95,1279.13,Tomato,Harvest,Urea,,
7.07,24,19,58,22.94,67.82,755.07,Wheat,Vegetative,Urea,,
7.27,76,34,73,36.91,58.87,306.07,Cotton,Harvest,DAP,,
7.98,118,50,52,17.67,85.7,831.03,Cotton,Flowering,Zinc Sulphate,,
5.87,102,26,75,20.85,79.05,2240.51,Wheat,Flowering,DAP,,
7.58,74,70,15,32.73,42.65,2259.94,Maize,Sowing,MOP,,
6.75,42,69,94,12.47,55.42,618.98,Rice,Harvest,Urea,,
8.03,154,42,108,34.75,47.27,2822.17,Tomato,Vegetative,Zinc Sulphate,,
6.61,57,18,24,31.61,74.74,645.3,Wheat,Flowering,Urea,,
6.57,128,59,27,26.49,50.67,450.16,Maize,Flowering,MOP,,
6.81,104,40,58,16.28,68.41,656.22,Wheat,Sowing,NPK,,
7.5,56,14,56,12.78,47.53,593.46,Rice,Flowering,Urea,,
8.36,153,55,11,16.95,40.3,1968.78,Rice,Vegetative,MOP,,
4.79,157,13,14,32.84,30.55,637.52,Cotton,Harvest,DAP,,
4.71,135,40,46,38,89.68,1976.12,Cotton,Flowering,Compost,,
8.25,125,13,114,32.14,43.17,974.48,Sugarcane,Flowering,DAP,,
6.62,76,27,15,25.83,79.93,895.53,Sugarcane,Sowing,DAP,,
6.96,111,43,51,38.52,79.33,2712.3,Cotton,Sowing,DAP,,
6.43,35,57,60,34.86,44.16,800.13,Rice,Vegetative,Urea,,
4.87,133,72,92,29.68,54.94,2620.84,Maize,Flowering,Compost,,
7.57,78,23,25,11.14,80.17,1049.88,Potato,Sowing,DAP,,
7.49,22,42,85,18.63,71.39,2975.44,Cotton,Harvest,Urea,,
5.75,136,51,97,19.25,52.19,2946.6,Sugarcane,Harvest,NPK,,
5.72,38,41,82,20.42,86.95,2517.31,Rice,Vegetative,Urea,,
7.85,116,52,76,21.68,50.54,2630.64,Potato,Vegetative,Zinc Sulphate,,
4.79,155,66,90,38.18,42.72,2505.13,Tomato,Flowering,Compost,,
8.02,38,24,39,32.26,38.8,1963.01,Wheat,Vegetative,Urea,,
5.53,55,59,36,30.76,72.08,2465.26,Cotton,Harvest,Urea,,
6.87,131,80,97,22.8,31.74,1959.19,Cotton,Flowering,SSP,,
8.24,79,72,51,20.13,80.75,2558.06,Maize,Harvest,Zinc Sulphate,,
7.21,53,79,73,13.59,48.25,2819.55,Potato,Sowing,Urea,,
6.16,61,18,59,23.6,52.19,2309.3,Tomato,Flowering,DAP,,
7.26,61,22,48,16.16,78.11,2901.12,Rice,Harvest,DAP,,
5.88,107,27,16,21.73,78.85,1455.04,Maize,Harvest,DAP,,
5.61,41,44,82,14.69,54,2791.08,Tomato,Vegetative,Urea,,
8.49,106,10,25,20.32,63.23,833.45,Wheat,Flowering,DAP,,
7.5,60,45,65,11.29,70.75,287.83,Rice,Sowing,NPK,,
7.08,43,89,20,10.18,71.32,558.67,Maize,Sowing,Urea,,
5.92,70,76,18,36.1,62.04,648.69,Wheat,Vegetative,MOP,,
4.7,52,55,10,29.24,80.65,2508.39,Wheat,Sowing,Urea,,
4.62,47,46,53,27.63,80.49,1322.83,Cotton,Harvest,Urea,,
6.72,109,81,44,25.41,80.93,852.9,Potato,Flowering,Urea,,
7.55,101,38,93,31.8,46.09,2474.36,Potato,Flowering,DAP,,
6.65,141,53,60,32.08,45.41,765.95,Rice,Sowing,NPK,,
7.86,98,77,17,38.06,38.39,418.05,Wheat,Harvest,MOP,,
4.63,121,85,80,17.33,79.58,1505.33,Maize,Vegetative,Compost,,
5.97,41,86,46,33.56,33.64,394.34,Rice,Vegetative,Urea,,
5.45,37,23,110,39.73,38.12,981.03,Wheat,Sowing,Urea,,
6.29,21,87,93,10.87,85.57,2160.94,Cotton,Harvest,Urea,,
4.79,113,60,14,21.22,37.51,1248.69,Sugarcane,Vegetative,MOP,,
8.32,108,83,85,23.08,37.28,444.94,Sugarcane,Flowering,Zinc Sulphate,,
5.39,58,18,30,34.65,84.55,1328.38,Potato,Vegetative,Urea,,
8.19,36,78,93,10.41,48.61,1636.8,Sugarcane,Vegetative,Urea,,
6.2,35,43,14,27.96,82.89,900.64,Wheat,Sowing,Urea,,
8.44,150,74,32,36.78,52.66,678.49,Wheat,Sowing,MOP,,
6.72,61,36,66,14.43,52.42,2332.69,Maize,Harvest,DAP,,
8.22,82,49,80,13.47,38.11,389.94,Sugarcane,Flowering,Zinc Sulphate,,
4.52,48,17,74,39.99,85.12,2879.23,Sugarcane,Harvest,Urea,,
7.49,149,15,34,34.78,75.7,221.28,Rice,Sowing,DAP,,
8.11,126,62,28,30.92,43.54,2023.48,Rice,Sowing,MOP,,
5.06,123,14,11,21.97,73.67,574.09,Wheat,Vegetative,DAP,,
4.88,33,63,21,35.62,36.22,1731.87,Potato,Harvest,Urea,,
6.2,31,27,51,37.68,61.43,724.47,Tomato,Flowering,Urea,,
8.23,43,80,34,31.97,45.26,296.1,Wheat,Vegetative,Urea,,
6.67,47,45,105,21.94,81.04,2607.35,Cotton,Vegetative,Urea,,
6.61,120,63,57,27.51,60.67,1387.02,Potato,Harvest,Urea,,
5.06,153,43,116,12.96,85.27,970.62,Sugarcane,Sowing,Compost,,
4.5,49,41,91,14.74,65.11,2852.36,Sugarcane,Harvest,Urea,,
7.74,53,60,40,33.49,60.24,429.57,Wheat,Sowing,Urea,,
4.85,94,12,67,10.88,71.64,1175.83,Tomato,Vegetative,DAP,,
7.04,35,74,70,11.48,77.04,696.62,Tomato,Flowering,Urea,,
8.16,46,22,53,25.24,30.92,2975.35,Tomato,Flowering,Urea,,
5.33,131,17,18,15.12,61.34,1728.85,Maize,Sowing,DAP,,
7.16,68,53,30,18.81,76.54,2474.22,Rice,Flowering,MOP,,
4.81,156,39,63,21.96,54.45,657.9,Sugarcane,Harvest,DAP,,
6.92,45,17,112,25.67,32.71,1052.42,Tomato,Sowing,Urea,,
5.16,25,67,80,18.51,31.05,1934.89,Maize,Vegetative,Urea,,
7.44,154,17,22,24.51,77.63,698.48,Potato,Flowering,DAP,,
5.7,32,70,93,21.12,41.88,1600.17,Rice,Sowing,Urea,,
6.35,29,88,22,12.43,40.5,2808.52,Potato,Flowering,Urea,,
6.9,62,62,61,36.01,47.37,2804.71,Cotton,Sowing,Urea,,
5.19,129,80,37,18.44,36.13,1193.67,Tomato,Flowering,MOP,,
7.47,131,85,110,28.28,33.2,1645.2,Tomato,Flowering,NPK,,
5.71,120,45,98,27.09,82.34,755.54,Potato,Harvest,Zinc Sulphate,,
7.15,37,83,55,15.98,48.17,2939.85,Potato,Sowing,Urea,,
5.13,30,71,57,10.9,64.94,1655.64,Wheat,Vegetative,Urea,,
7.25,29,28,118,35.71,81.47,777.68,Maize,Sowing,Urea,,
5.01,72,27,99,24.93,88.65,2565.33,Rice,Harvest,DAP,,
6.2,73,53,117,22.43,71.31,1377.05,Tomato,Vegetative,NPK,,
5.49,25,29,106,32.89,87.01,1981.18,Wheat,Harvest,Urea,,
7.49,125,11,113,10.99,55.41,2561.99,Tomato,Sowing,DAP,,
5.55,158,39,49,32.96,77.37,1065.77,Wheat,Vegetative,DAP,,
8.03,52,60,63,22.27,86.26,1818.13,Tomato,Vegetative,Urea,,
8.07,88,53,36,26.55,33.19,357.14,Sugarcane,Sowing,MOP,,
5.29,115,56,88,32.57,49.05,856.72,Rice,Vegetative,Compost,,
6.96,107,52,12,26.4,74.42,588.52,Wheat,Vegetative,MOP,,
4.85,74,20,102,11.85,48.92,2003.73,Sugarcane,Harvest,DAP,,
6.07,70,51,104,31.86,31.02,913.03,Tomato,Sowing,NPK,,
7.35,44,28,68,33.59,78.42,2327.96,Wheat,Vegetative,Urea,,
7.14,124,12,113,23.86,39.88,2331.18,Rice,Vegetative,DAP,,
7,42,13,27,23.17,49.25,2395.88,Wheat,Vegetative,Urea,,
5.63,65,47,33,17.56,84.63,571.36,Cotton,Sowing,MOP,,
